Language	Voice type	Language code	Voice name	SSML Gender
Afrikaans (South Africa)	Standard	af-ZA	af-ZA-Standard-A	FEMALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Aoede	FEMALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Charon	MALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Fenrir	MALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Kore	FEMALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Leda	FEMALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Orus	MALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Puck	MALE
Arabic	Premium	ar-XA	ar-XA-Chirp3-HD-Zephyr	FEMALE
Arabic	Standard	ar-XA	ar-XA-Standard-A	FEMALE
Arabic	Standard	ar-XA	ar-XA-Standard-B	MALE
Arabic	Standard	ar-XA	ar-XA-Standard-C	MALE
Arabic	Standard	ar-XA	ar-XA-Standard-D	FEMALE
Arabic	Premium	ar-XA	ar-XA-Wavenet-A	FEMALE
Arabic	Premium	ar-XA	ar-XA-Wavenet-B	MALE
Arabic	Premium	ar-XA	ar-XA-Wavenet-C	MALE
Arabic	Premium	ar-XA	ar-XA-Wavenet-D	FEMALE
Basque (Spain)	Standard	eu-ES	eu-ES-Standard-A	FEMALE
Basque (Spain)	Standard	eu-ES	eu-ES-Standard-B	FEMALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Aoede	FEMALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Charon	MALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Fenrir	MALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Kore	FEMALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Leda	FEMALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Orus	MALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Puck	MALE
Bengali (India)	Premium	bn-IN	bn-IN-Chirp3-HD-Zephyr	FEMALE
Bengali (India)	Standard	bn-IN	bn-IN-Standard-A	FEMALE
Bengali (India)	Standard	bn-IN	bn-IN-Standard-B	MALE
Bengali (India)	Standard	bn-IN	bn-IN-Standard-C	FEMALE
Bengali (India)	Standard	bn-IN	bn-IN-Standard-D	MALE
Bengali (India)	Premium	bn-IN	bn-IN-Wavenet-A	FEMALE
Bengali (India)	Premium	bn-IN	bn-IN-Wavenet-B	MALE
Bengali (India)	Premium	bn-IN	bn-IN-Wavenet-C	FEMALE
Bengali (India)	Premium	bn-IN	bn-IN-Wavenet-D	MALE
Bulgarian (Bulgaria)	Standard	bg-BG	bg-BG-Standard-A	FEMALE
Bulgarian (Bulgaria)	Standard	bg-BG	bg-BG-Standard-B	FEMALE
Catalan (Spain)	Standard	ca-ES	ca-ES-Standard-A	FEMALE
Catalan (Spain)	Standard	ca-ES	ca-ES-Standard-B	FEMALE
Chinese (Hong Kong)	Standard	yue-HK	yue-HK-Standard-A	FEMALE
Chinese (Hong Kong)	Standard	yue-HK	yue-HK-Standard-B	MALE
Chinese (Hong Kong)	Standard	yue-HK	yue-HK-Standard-C	FEMALE
Chinese (Hong Kong)	Standard	yue-HK	yue-HK-Standard-D	MALE
Czech (Czech Republic)	Standard	cs-CZ	cs-CZ-Standard-A	FEMALE
Czech (Czech Republic)	Standard	cs-CZ	cs-CZ-Standard-B	FEMALE
Czech (Czech Republic)	Premium	cs-CZ	cs-CZ-Wavenet-A	FEMALE
Czech (Czech Republic)	Premium	cs-CZ	cs-CZ-Wavenet-B	FEMALE
Danish (Denmark)	Premium	da-DK	da-DK-Neural2-F	FEMALE
Danish (Denmark)	Standard	da-DK	da-DK-Standard-A	FEMALE
Danish (Denmark)	Standard	da-DK	da-DK-Standard-C	MALE
Danish (Denmark)	Standard	da-DK	da-DK-Standard-D	FEMALE
Danish (Denmark)	Standard	da-DK	da-DK-Standard-E	FEMALE
Danish (Denmark)	Standard	da-DK	da-DK-Standard-F	FEMALE
Danish (Denmark)	Standard	da-DK	da-DK-Standard-G	MALE
Danish (Denmark)	Premium	da-DK	da-DK-Wavenet-A	FEMALE
Danish (Denmark)	Premium	da-DK	da-DK-Wavenet-C	MALE
Danish (Denmark)	Premium	da-DK	da-DK-Wavenet-D	FEMALE
Danish (Denmark)	Premium	da-DK	da-DK-Wavenet-E	FEMALE
Danish (Denmark)	Premium	da-DK	da-DK-Wavenet-F	FEMALE
Danish (Denmark)	Premium	da-DK	da-DK-Wavenet-G	MALE
Dutch (Belgium)	Standard	nl-BE	nl-BE-Standard-A	FEMALE
Dutch (Belgium)	Standard	nl-BE	nl-BE-Standard-B	MALE
Dutch (Belgium)	Standard	nl-BE	nl-BE-Standard-C	FEMALE
Dutch (Belgium)	Standard	nl-BE	nl-BE-Standard-D	MALE
Dutch (Belgium)	Premium	nl-BE	nl-BE-Wavenet-A	FEMALE
Dutch (Belgium)	Premium	nl-BE	nl-BE-Wavenet-B	MALE
Dutch (Belgium)	Premium	nl-BE	nl-BE-Wavenet-C	FEMALE
Dutch (Belgium)	Premium	nl-BE	nl-BE-Wavenet-D	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Aoede	FEMALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Charon	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Fenrir	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Kore	FEMALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Leda	FEMALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Orus	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Puck	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Chirp3-HD-Zephyr	FEMALE
Dutch (Netherlands)	Standard	nl-NL	nl-NL-Standard-A	FEMALE
Dutch (Netherlands)	Standard	nl-NL	nl-NL-Standard-B	MALE
Dutch (Netherlands)	Standard	nl-NL	nl-NL-Standard-C	MALE
Dutch (Netherlands)	Standard	nl-NL	nl-NL-Standard-D	FEMALE
Dutch (Netherlands)	Standard	nl-NL	nl-NL-Standard-E	FEMALE
Dutch (Netherlands)	Standard	nl-NL	nl-NL-Standard-F	FEMALE
Dutch (Netherlands)	Standard	nl-NL	nl-NL-Standard-G	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Wavenet-A	FEMALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Wavenet-B	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Wavenet-C	MALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Wavenet-D	FEMALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Wavenet-E	FEMALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Wavenet-F	FEMALE
Dutch (Netherlands)	Premium	nl-NL	nl-NL-Wavenet-G	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp-HD-D	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp-HD-F	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp-HD-O	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Achernar	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Achird	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Algenib	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Alnilam	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Aoede	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Autonoe	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Callirrhoe	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Charon	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Despina	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Enceladus	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Erinome	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Fenrir	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Gacrux	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Iapetus	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Kore	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Laomedeia	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Leda	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Orus	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Puck	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Pulcherrima	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Rasalgethi	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Sadachbia	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Sadaltager	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Schedar	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Sulafat	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Umbriel	MALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Vindemiatrix	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Zephyr	FEMALE
English (Australia)	Premium	en-AU	en-AU-Chirp3-HD-Zubenelgenubi	MALE
English (Australia)	Premium	en-AU	en-AU-Neural2-A	FEMALE
English (Australia)	Premium	en-AU	en-AU-Neural2-B	MALE
English (Australia)	Premium	en-AU	en-AU-Neural2-C	FEMALE
English (Australia)	Premium	en-AU	en-AU-Neural2-D	MALE
English (Australia)	Premium	en-AU	en-AU-News-E	FEMALE
English (Australia)	Premium	en-AU	en-AU-News-F	FEMALE
English (Australia)	Premium	en-AU	en-AU-News-G	MALE
English (Australia)	Premium	en-AU	en-AU-Polyglot-1	MALE
English (Australia)	Standard	en-AU	en-AU-Standard-A	FEMALE
English (Australia)	Standard	en-AU	en-AU-Standard-B	MALE
English (Australia)	Standard	en-AU	en-AU-Standard-C	FEMALE
English (Australia)	Standard	en-AU	en-AU-Standard-D	MALE
English (Australia)	Premium	en-AU	en-AU-Wavenet-A	FEMALE
English (Australia)	Premium	en-AU	en-AU-Wavenet-B	MALE
English (Australia)	Premium	en-AU	en-AU-Wavenet-C	FEMALE
English (Australia)	Premium	en-AU	en-AU-Wavenet-D	MALE
English (India)	Premium	en-IN	en-IN-Chirp-HD-D	MALE
English (India)	Premium	en-IN	en-IN-Chirp-HD-F	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp-HD-O	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Achernar	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Achird	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Algenib	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Alnilam	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Aoede	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Autonoe	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Callirrhoe	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Charon	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Despina	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Enceladus	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Erinome	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Fenrir	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Gacrux	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Iapetus	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Kore	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Laomedeia	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Leda	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Orus	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Puck	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Pulcherrima	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Rasalgethi	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Sadachbia	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Sadaltager	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Schedar	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Sulafat	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Umbriel	MALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Vindemiatrix	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Zephyr	FEMALE
English (India)	Premium	en-IN	en-IN-Chirp3-HD-Zubenelgenubi	MALE
English (India)	Premium	en-IN	en-IN-Neural2-A	FEMALE
English (India)	Premium	en-IN	en-IN-Neural2-B	MALE
English (India)	Premium	en-IN	en-IN-Neural2-C	MALE
English (India)	Premium	en-IN	en-IN-Neural2-D	FEMALE
English (India)	Standard	en-IN	en-IN-Standard-A	FEMALE
English (India)	Standard	en-IN	en-IN-Standard-B	MALE
English (India)	Standard	en-IN	en-IN-Standard-C	MALE
English (India)	Standard	en-IN	en-IN-Standard-D	FEMALE
English (India)	Standard	en-IN	en-IN-Standard-E	FEMALE
English (India)	Standard	en-IN	en-IN-Standard-F	MALE
English (India)	Premium	en-IN	en-IN-Wavenet-A	FEMALE
English (India)	Premium	en-IN	en-IN-Wavenet-B	MALE
English (India)	Premium	en-IN	en-IN-Wavenet-C	MALE
English (India)	Premium	en-IN	en-IN-Wavenet-D	FEMALE
English (India)	Premium	en-IN	en-IN-Wavenet-E	FEMALE
English (India)	Premium	en-IN	en-IN-Wavenet-F	MALE
English (UK)	Premium	en-GB	en-GB-Chirp-HD-D	MALE
English (UK)	Premium	en-GB	en-GB-Chirp-HD-F	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp-HD-O	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Achernar	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Achird	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Algenib	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Alnilam	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Aoede	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Autonoe	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Callirrhoe	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Charon	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Despina	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Enceladus	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Erinome	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Fenrir	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Gacrux	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Iapetus	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Kore	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Laomedeia	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Leda	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Orus	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Puck	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Pulcherrima	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Rasalgethi	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Sadachbia	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Sadaltager	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Schedar	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Sulafat	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Umbriel	MALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Vindemiatrix	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Zephyr	FEMALE
English (UK)	Premium	en-GB	en-GB-Chirp3-HD-Zubenelgenubi	MALE
English (UK)	Premium	en-GB	en-GB-Neural2-A	FEMALE
English (UK)	Premium	en-GB	en-GB-Neural2-B	MALE
English (UK)	Premium	en-GB	en-GB-Neural2-C	FEMALE
English (UK)	Premium	en-GB	en-GB-Neural2-D	MALE
English (UK)	Premium	en-GB	en-GB-Neural2-F	FEMALE
English (UK)	Premium	en-GB	en-GB-Neural2-N	FEMALE
English (UK)	Premium	en-GB	en-GB-Neural2-O	MALE
English (UK)	Premium	en-GB	en-GB-News-G	FEMALE
English (UK)	Premium	en-GB	en-GB-News-H	FEMALE
English (UK)	Premium	en-GB	en-GB-News-I	FEMALE
English (UK)	Premium	en-GB	en-GB-News-J	MALE
English (UK)	Premium	en-GB	en-GB-News-K	MALE
English (UK)	Premium	en-GB	en-GB-News-L	MALE
English (UK)	Premium	en-GB	en-GB-News-M	MALE
English (UK)	Standard	en-GB	en-GB-Standard-A	FEMALE
English (UK)	Standard	en-GB	en-GB-Standard-B	MALE
English (UK)	Standard	en-GB	en-GB-Standard-C	FEMALE
English (UK)	Standard	en-GB	en-GB-Standard-D	MALE
English (UK)	Standard	en-GB	en-GB-Standard-F	FEMALE
English (UK)	Standard	en-GB	en-GB-Standard-N	FEMALE
English (UK)	Standard	en-GB	en-GB-Standard-O	MALE
English (UK)	Studio	en-GB	en-GB-Studio-B	MALE
English (UK)	Studio	en-GB	en-GB-Studio-C	FEMALE
English (UK)	Premium	en-GB	en-GB-Wavenet-A	FEMALE
English (UK)	Premium	en-GB	en-GB-Wavenet-B	MALE
English (UK)	Premium	en-GB	en-GB-Wavenet-C	FEMALE
English (UK)	Premium	en-GB	en-GB-Wavenet-D	MALE
English (UK)	Premium	en-GB	en-GB-Wavenet-F	FEMALE
English (UK)	Premium	en-GB	en-GB-Wavenet-N	FEMALE
English (UK)	Premium	en-GB	en-GB-Wavenet-O	MALE
English (US)	Premium	en-US	en-US-Casual-K	MALE
English (US)	Premium	en-US	en-US-Chirp-HD-D	MALE
English (US)	Premium	en-US	en-US-Chirp-HD-F	FEMALE
English (US)	Premium	en-US	en-US-Chirp-HD-O	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Achernar	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Achird	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Algenib	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Alnilam	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Aoede	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Autonoe	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Callirrhoe	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Charon	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Despina	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Enceladus	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Erinome	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Fenrir	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Gacrux	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Iapetus	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Kore	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Laomedeia	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Leda	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Orus	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Puck	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Pulcherrima	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Rasalgethi	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Sadachbia	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Sadaltager	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Schedar	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Sulafat	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Umbriel	MALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Vindemiatrix	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Zephyr	FEMALE
English (US)	Premium	en-US	en-US-Chirp3-HD-Zubenelgenubi	MALE
English (US)	Premium	en-US	en-US-Neural2-A	MALE
English (US)	Premium	en-US	en-US-Neural2-C	FEMALE
English (US)	Premium	en-US	en-US-Neural2-D	MALE
English (US)	Premium	en-US	en-US-Neural2-E	FEMALE
English (US)	Premium	en-US	en-US-Neural2-F	FEMALE
English (US)	Premium	en-US	en-US-Neural2-G	FEMALE
English (US)	Premium	en-US	en-US-Neural2-H	FEMALE
English (US)	Premium	en-US	en-US-Neural2-I	MALE
English (US)	Premium	en-US	en-US-Neural2-J	MALE
English (US)	Premium	en-US	en-US-News-K	FEMALE
English (US)	Premium	en-US	en-US-News-L	FEMALE
English (US)	Premium	en-US	en-US-News-N	MALE
English (US)	Premium	en-US	en-US-Polyglot-1	MALE
English (US)	Standard	en-US	en-US-Standard-A	MALE
English (US)	Standard	en-US	en-US-Standard-B	MALE
English (US)	Standard	en-US	en-US-Standard-C	FEMALE
English (US)	Standard	en-US	en-US-Standard-D	MALE
English (US)	Standard	en-US	en-US-Standard-E	FEMALE
English (US)	Standard	en-US	en-US-Standard-F	FEMALE
English (US)	Standard	en-US	en-US-Standard-G	FEMALE
English (US)	Standard	en-US	en-US-Standard-H	FEMALE
English (US)	Standard	en-US	en-US-Standard-I	MALE
English (US)	Standard	en-US	en-US-Standard-J	MALE
English (US)	Studio	en-US	en-US-Studio-O	FEMALE
English (US)	Studio	en-US	en-US-Studio-Q	MALE
English (US)	Premium	en-US	en-US-Wavenet-A	MALE
English (US)	Premium	en-US	en-US-Wavenet-B	MALE
English (US)	Premium	en-US	en-US-Wavenet-C	FEMALE
English (US)	Premium	en-US	en-US-Wavenet-D	MALE
English (US)	Premium	en-US	en-US-Wavenet-E	FEMALE
English (US)	Premium	en-US	en-US-Wavenet-F	FEMALE
English (US)	Premium	en-US	en-US-Wavenet-G	FEMALE
English (US)	Premium	en-US	en-US-Wavenet-H	FEMALE
English (US)	Premium	en-US	en-US-Wavenet-I	MALE
English (US)	Premium	en-US	en-US-Wavenet-J	MALE
Filipino (Philippines)	Standard	fil-PH	fil-PH-Standard-A	FEMALE
Filipino (Philippines)	Standard	fil-PH	fil-PH-Standard-B	FEMALE
Filipino (Philippines)	Standard	fil-PH	fil-PH-Standard-C	MALE
Filipino (Philippines)	Standard	fil-PH	fil-PH-Standard-D	MALE
Filipino (Philippines)	Premium	fil-PH	fil-PH-Wavenet-A	FEMALE
Filipino (Philippines)	Premium	fil-PH	fil-PH-Wavenet-B	FEMALE
Filipino (Philippines)	Premium	fil-PH	fil-PH-Wavenet-C	MALE
Filipino (Philippines)	Premium	fil-PH	fil-PH-Wavenet-D	MALE
Filipino (Philippines)	Premium	fil-PH	fil-ph-Neural2-A	FEMALE
Filipino (Philippines)	Premium	fil-PH	fil-ph-Neural2-D	MALE
Finnish (Finland)	Standard	fi-FI	fi-FI-Standard-A	FEMALE
Finnish (Finland)	Standard	fi-FI	fi-FI-Standard-B	FEMALE
Finnish (Finland)	Premium	fi-FI	fi-FI-Wavenet-A	FEMALE
Finnish (Finland)	Premium	fi-FI	fi-FI-Wavenet-B	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp-HD-D	MALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp-HD-F	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp-HD-O	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Aoede	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Charon	MALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Fenrir	MALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Kore	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Leda	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Orus	MALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Puck	MALE
French (Canada)	Premium	fr-CA	fr-CA-Chirp3-HD-Zephyr	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Neural2-A	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Neural2-B	MALE
French (Canada)	Premium	fr-CA	fr-CA-Neural2-C	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Neural2-D	MALE
French (Canada)	Standard	fr-CA	fr-CA-Standard-A	FEMALE
French (Canada)	Standard	fr-CA	fr-CA-Standard-B	MALE
French (Canada)	Standard	fr-CA	fr-CA-Standard-C	FEMALE
French (Canada)	Standard	fr-CA	fr-CA-Standard-D	MALE
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-A	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-B	MALE
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-C	FEMALE
French (Canada)	Premium	fr-CA	fr-CA-Wavenet-D	MALE
French (France)	Premium	fr-FR	fr-FR-Chirp-HD-D	MALE
French (France)	Premium	fr-FR	fr-FR-Chirp-HD-F	FEMALE
French (France)	Premium	fr-FR	fr-FR-Chirp-HD-O	FEMALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Aoede	FEMALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Charon	MALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Fenrir	MALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Kore	FEMALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Leda	FEMALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Orus	MALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Puck	MALE
French (France)	Premium	fr-FR	fr-FR-Chirp3-HD-Zephyr	FEMALE
French (France)	Premium	fr-FR	fr-FR-Neural2-F	FEMALE
French (France)	Premium	fr-FR	fr-FR-Neural2-G	MALE
French (France)	Premium	fr-FR	fr-FR-Polyglot-1	MALE
French (France)	Standard	fr-FR	fr-FR-Standard-A	FEMALE
French (France)	Standard	fr-FR	fr-FR-Standard-B	MALE
French (France)	Standard	fr-FR	fr-FR-Standard-C	FEMALE
French (France)	Standard	fr-FR	fr-FR-Standard-D	MALE
French (France)	Standard	fr-FR	fr-FR-Standard-E	FEMALE
French (France)	Standard	fr-FR	fr-FR-Standard-F	FEMALE
French (France)	Standard	fr-FR	fr-FR-Standard-G	MALE
French (France)	Studio	fr-FR	fr-FR-Studio-A	FEMALE
French (France)	Studio	fr-FR	fr-FR-Studio-D	MALE
French (France)	Premium	fr-FR	fr-FR-Wavenet-A	FEMALE
French (France)	Premium	fr-FR	fr-FR-Wavenet-B	MALE
French (France)	Premium	fr-FR	fr-FR-Wavenet-C	FEMALE
French (France)	Premium	fr-FR	fr-FR-Wavenet-D	MALE
French (France)	Premium	fr-FR	fr-FR-Wavenet-E	FEMALE
French (France)	Premium	fr-FR	fr-FR-Wavenet-F	FEMALE
French (France)	Premium	fr-FR	fr-FR-Wavenet-G	MALE
